Id,Class,Year,Season,State,Follow Up
41827,Class A,2009,Winter,Arkansas,yes
42140,Class A,2009,Fall,Illinois,yes
46328,Class A,2009,Spring,Georgia,yes
56754,Class B,2009,Summer,California,yes
63398,Class B,2009,Summer,Texas,yes
63863,Class A,2009,Fall,West Virginia,yes
65779,Class B,2009,Fall,Idaho,yes
27146,Class B,2010,Winter,Illinois,yes
27184,Class B,2010,Winter,Kentucky,yes
27197,Class A,2010,Winter,Georgia,yes
27303,Class B,2010,Winter,Arizona,yes
27387,Class B,2010,Winter,Illinois,yes
27429,Class B,2010,Spring,Wisconsin,yes
27459,Class A,2010,Spring,Alabama,yes
27479,Class B,2010,Winter,Oregon,yes
27495,Class A,2010,Spring,Arizona,yes
27545,Class B,2010,Spring,Kentucky,yes
27589,Class B,2010,Spring,Kentucky,yes
27609,Class A,2010,Spring,California,yes
27682,Class B,2010,Spring,Virginia,yes
27692,Class B,2010,Spring,Illinois,yes
27800,Class B,2010,Summer,Missouri,yes
27803,Class A,2010,Spring,Washington,yes
455,,,,,no
27819,Class A,2010,Spring,California,yes
27844,Class B,2010,Winter,California,yes
27865,Class B,2010,Summer,Washington,yes
27895,Class B,2010,Summer,Iowa,yes
27923,Class B,2010,Summer,Washington,yes
27966,Class B,2010,Summer,California,yes
27972,Class B,2010,Summer,Ohio,yes
27976,Class B,2010,Summer,Indiana,yes
27991,Class A,2010,Spring,Minnesota,yes
28005,Class A,2010,Summer,Tennessee,yes
28008,Class B,2010,Summer,Wisconsin,yes
28013,Class A,2010,Spring,Minnesota,yes
28017,Class B,2010,Summer,Massachusetts,yes
28087,Class B,2010,Summer,Washington,yes
28105,Class B,2010,Summer,New York,yes
28144,Class B,2010,Summer,Illinois,yes
28207,Class B,2010,Summer,Washington,yes
28210,Class A,2010,Summer,Missouri,yes
28218,Class B,2010,Summer,New Mexico,yes
28230,Class A,2010,Fall,Montana,yes
28237,Class A,2010,Summer,Florida,yes
28307,Class B,2010,Fall,Washington,yes
28381,Class B,2010,Spring,North Carolina,yes
28427,Class B,2010,Fall,Iowa,yes
28432,Class A,2010,Fall,California,yes
28438,Class A,2010,Fall,Washington,yes
28445,Class A,2010,Fall,Oregon,yes
28449,Class B,2010,Summer,Virginia,yes
28450,Class B,2010,Fall,Florida,yes
28485,Class B,2010,Fall,Washington,yes
28499,Class B,2010,Fall,Ohio,yes
28525,Class B,2010,Fall,Illinois,yes
28531,Class B,2010,Fall,Ohio,yes
28532,Class B,2010,Fall,Washington,yes
28568,Class A,2010,Fall,Illinois,yes
28570,Class B,2010,Fall,New York,yes
28577,Class B,2010,Summer,Washington,yes
28634,Class A,2010,Winter,Florida,yes
28642,Class A,2010,Summer,Arizona,yes
28667,Class B,2010,Winter,Massachusetts,yes
28716,Class B,2010,Winter,Washington,yes
28720,Class B,2010,Summer,Delaware,yes
28728,Class A,2010,Fall,Illinois,yes
28730,Class B,2010,Winter,Ohio,yes
28945,Class B,2010,Summer,Michigan,yes
544,,,,,no
28954,Class B,2010,Winter,Louisiana,yes
28998,Class B,2010,Fall,Ohio,yes
29024,Class A,2010,Fall,North Carolina,yes
29313,Class B,2010,Spring,Arkansas,yes
29315,Class A,2010,Winter,Texas,yes
29386,Class B,2010,Fall,Indiana,yes
29417,Class A,2010,Fall,Arkansas,yes
29565,Class A,2010,Fall,Florida,yes
29633,Class B,2010,Summer,Michigan,yes
30028,Class A,2010,Fall,West Virginia,yes
30150,Class B,2010,Summer,Oklahoma,yes
30154,Class B,2010,Winter,West Virginia,yes
30680,Class B,2010,Summer,Alabama,yes
30868,Class B,2010,Summer,Idaho,yes
30906,Class B,2010,Spring,Rhode Island,yes
31025,Class A,2010,Summer,Michigan,yes
31439,Class B,2010,Summer,Ohio,yes
31443,Class B,2010,Winter,Kentucky,yes
31939,Class A,2010,Fall,Colorado,yes
31940,Class A,2010,Fall,New York,yes
32251,Class B,2010,Summer,Arizona,yes
32377,Class B,2010,Fall,Kentucky,yes
32444,Class B,2010,Fall,North Carolina,yes
33040,Class B,2010,Fall,Illinois,yes
33322,Class A,2010,Summer,Kentucky,yes
34024,Class B,2010,Summer,Montana,yes
34502,Class A,2010,Winter,Kentucky,yes
35479,Class A,2010,Fall,Washington,yes
35529,Class A,2010,Spring,Florida,yes
35789,Class B,2010,Fall,Mississippi,yes
35883,Class B,2010,Spring,Iowa,yes
37692,Class B,2010,Summer,Ohio,yes
37797,Class B,2010,Summer,Michigan,yes
37856,Class A,2010,Fall,Illinois,yes
37885,Class A,2010,Spring,Washington,yes
546,,,,,no
37972,Class A,2010,Summer,Illinois,yes
38295,Class B,2010,Fall,Illinois,yes
38893,Class B,2010,Fall,Florida,yes
39137,Class B,2010,Fall,Texas,yes
39382,Class B,2010,Spring,Florida,yes
39851,Class B,2010,Summer,Illinois,yes
39922,Class B,2010,Fall,Arkansas,yes
40106,Class B,2010,Spring,Michigan,yes
40420,Class B,2010,Spring,Texas,yes
41290,Class A,2010,Spring,Tennessee,yes
41668,Class A,2010,Fall,Texas,yes
42293,Class B,2010,Winter,Florida,yes
47470,Class B,2010,Fall,Washington,yes
50025,Class A,2010,Winter,New Jersey,yes
50717,Class B,2010,Summer,Missouri,yes
50856,Class A,2010,Fall,Ohio,yes
51283,Class A,2010,Summer,Pennsylvania,yes
57182,Class B,2010,Fall,Washington,yes
64192,Class A,2010,Summer,New York,yes
264,,,,,no
65296,Class A,2010,Summer,Oklahoma,yes
70737,Class B,2010,Fall,Washington,yes
28679,Class B,2011,Winter,Illinois,yes
28702,Class A,2011,Winter,West Virginia,yes
28739,Class B,2011,Winter,Washington,yes
28823,Class B,2011,Winter,Washington,yes
28839,Class B,2011,Winter,Arkansas,yes
28856,Class B,2011,Winter,Washington,yes
358,,,,,no
265,,,,,no
28886,Class A,2011,Winter,New Mexico,yes
28912,Class A,2011,Winter,Ohio,yes
28940,Class A,2011,Winter,Illinois,yes
28964,Class A,2011,Winter,New Mexico,yes
28982,Class B,2011,Spring,Georgia,yes
29067,Class B,2011,Spring,Texas,yes
29092,Class A,2011,Spring,Texas,yes
29139,Class A,2011,Spring,New Jersey,yes
29165,Class A,2011,Spring,Illinois,yes
29170,Class B,2011,Spring,Washington,yes
29227,Class B,2011,Spring,Illinois,yes
29303,Class B,2011,Spring,Washington,yes
29305,Class A,2011,Spring,Virginia,yes
29355,Class B,2011,Spring,Washington,yes
29358,Class A,2011,Spring,Arizona,yes
29448,Class B,2011,Winter,Illinois,yes
29495,Class B,2011,Spring,Illinois,yes
29503,Class B,2011,Summer,Arkansas,yes
29529,Class A,2011,Summer,Florida,yes
29530,Class B,2011,Summer,Georgia,yes
29609,Class A,2011,Spring,Washington,yes
29612,Class B,2011,Summer,Illinois,yes
29836,Class B,2011,Summer,Illinois,yes
29891,Class B,2011,Summer,Indiana,yes
30003,Class A,2011,Summer,Illinois,yes
30035,Class A,2011,Summer,Ohio,yes
30238,Class A,2011,Summer,Texas,yes
30369,Class B,2011,Summer,Ohio,yes
30430,Class B,2011,Spring,Texas,yes
30438,Class A,2011,Summer,North Carolina,yes
30442,Class B,2011,Summer,Missouri,yes
30459,Class B,2011,Summer,Washington,yes
30483,Class B,2011,Summer,Georgia,yes
30504,Class A,2011,Summer,Texas,yes
558,,,,,no
557,,,,,no
552,,,,,no
551,,,,,no
26,,,,,no
23,,,,,no
24,,,,,no
25,,,,,no
30510,Class B,2011,Summer,Illinois,yes
30526,Class B,2011,Summer,Washington,yes
30530,Class A,2011,Summer,Iowa,yes
30531,Class B,2011,Summer,Pennsylvania,yes
550,,,,,no
30601,Class B,2011,Summer,Illinois,yes
22,,,,,no
21,,,,,no
20,,,,,no
30622,Class A,2011,Summer,Ohio,yes
30634,Class B,2011,Spring,Maryland,yes
30679,Class A,2011,Summer,Florida,yes
30730,Class B,2011,Fall,Georgia,yes
30748,Class B,2011,Summer,Tennessee,yes
30783,Class B,2011,Summer,Washington,yes
30789,Class B,2011,Summer,Michigan,yes
30841,Class B,2011,Fall,Texas,yes
30860,Class A,2011,Summer,North Carolina,yes
28,,,,,no
32,,,,,no
31,,,,,no
30,,,,,no
29,,,,,no
30863,Class A,2011,Fall,Tennessee,yes
30896,Class A,2011,Fall,Illinois,yes
31052,Class B,2011,Fall,Washington,yes
33,,,,,no
31062,Class B,2011,Spring,Illinois,yes
31121,Class B,2011,Fall,Michigan,yes
31122,Class B,2011,Fall,Florida,yes
31153,Class B,2011,Summer,Florida,yes
31201,Class A,2011,Fall,Missouri,yes
31246,Class B,2011,Summer,Ohio,yes
31368,Class A,2011,Fall,Kentucky,yes
31419,Class B,2011,Winter,Illinois,yes
31603,Class A,2011,Summer,Michigan,yes
31631,Class B,2011,Winter,Virginia,yes
31648,Class B,2011,Spring,Virginia,yes
31745,Class A,2011,Summer,Florida,yes
31749,Class B,2011,Summer,Washington,yes
31801,Class A,2011,Summer,Florida,yes
31852,Class A,2011,Summer,Ohio,yes
31858,Class A,2011,Winter,Illinois,yes
32024,Class B,2011,Summer,Michigan,yes
345,,,,,no
32203,Class A,2011,Fall,Florida,yes
32254,Class B,2011,Summer,Georgia,yes
32256,Class A,2011,Spring,Kansas,yes
32308,Class B,2011,Winter,Florida,yes
32332,Class B,2011,Fall,Florida,yes
32402,Class B,2011,Fall,Wisconsin,yes
32489,Class A,2011,Fall,Georgia,yes
32537,Class A,2011,Fall,Tennessee,yes
32634,Class B,2011,Summer,Illinois,yes
32654,Class A,2011,Winter,California,yes
32689,Class B,2011,Fall,Oklahoma,yes
32924,Class B,2011,Winter,Michigan,yes
33187,Class A,2011,Fall,Kentucky,yes
33256,Class B,2011,Spring,Virginia,yes
33257,Class A,2011,Winter,Montana,yes
33336,Class A,2011,Fall,Texas,yes
33490,Class B,2011,Winter,Iowa,yes
33985,Class A,2011,Fall,Georgia,yes
34078,Class B,2011,Fall,Colorado,yes
34224,Class B,2011,Spring,Alabama,yes
34426,Class B,2011,Winter,Florida,yes
34460,Class A,2011,Summer,New Mexico,yes
35031,Class B,2011,Summer,Washington,yes
35281,Class B,2011,Fall,Minnesota,yes
35409,Class A,2011,Fall,Washington,yes
35474,Class B,2011,Fall,Florida,yes
35706,Class A,2011,Summer,Washington,yes
35769,Class B,2011,Summer,Florida,yes
35981,Class B,2011,Summer,Virginia,yes
36004,Class A,2011,Fall,Florida,yes
36072,Class A,2011,Fall,Virginia,yes
36076,Class A,2011,Fall,Oregon,yes
36230,Class B,2011,Fall,Kentucky,yes
36246,Class A,2011,Fall,Illinois,yes
36306,Class A,2011,Spring,Illinois,yes
36746,Class B,2011,Summer,Kansas,yes
36915,Class B,2011,Fall,Florida,yes
37862,Class B,2011,Winter,Arkansas,yes
39086,Class B,2011,Spring,Idaho,yes
39268,Class A,2011,Fall,Illinois,yes
39785,Class B,2011,Fall,Michigan,yes
40474,Class B,2011,Summer,Illinois,yes
40718,Class B,2011,Fall,Wisconsin,yes
40841,Class B,2011,Summer,Illinois,yes
335,,,,,no
41040,Class B,2011,Fall,North Carolina,yes
41186,Class B,2011,Summer,Arizona,yes
41487,Class B,2011,Winter,Illinois,yes
42643,Class B,2011,Fall,Virginia,yes
42745,Class A,2011,Summer,Ohio,yes
42999,Class A,2011,Fall,North Carolina,yes
43843,Class A,2011,Spring,Kansas,yes
44571,Class B,2011,Fall,Georgia,yes
44793,Class B,2011,Summer,Minnesota,yes
46380,Class A,2011,Fall,Arkansas,yes
47471,Class B,2011,Fall,Washington,yes
48086,Class A,2011,Fall,Georgia,yes
49326,Class A,2011,Winter,Florida,yes
55552,Class B,2011,Spring,New Jersey,yes
57248,Class A,2011,Winter,Idaho,yes
58022,Class A,2011,Fall,North Carolina,yes
58819,Class A,2011,Fall,Wisconsin,yes
63607,Class B,2011,Summer,Colorado,yes
64111,Class A,2011,Fall,Oregon,yes
67582,Class B,2011,Fall,North Carolina,yes
69141,Class A,2011,Summer,Idaho,yes
31824,Class B,2012,Winter,Kentucky,yes
31860,Class B,2012,Winter,Michigan,yes
31933,Class B,2012,Winter,Florida,yes
31956,Class B,2012,Winter,Virginia,yes
31986,Class B,2012,Winter,Oklahoma,yes
32426,Class A,2012,Winter,Florida,yes
32447,Class B,2012,Winter,North Carolina,yes
32594,Class B,2012,Winter,Michigan,yes
32616,Class A,2012,Winter,Illinois,yes
32670,Class B,2012,Winter,Massachusetts,yes
346,,,,,no
32696,Class B,2012,Winter,Washington,yes
664,,,,,no
33088,Class B,2012,Spring,Florida,yes
33264,Class B,2012,Winter,Illinois,yes
336,,,,,no
33612,Class B,2012,Unknown,Florida,yes
33764,Class A,2012,Winter,Florida,yes
33872,Class B,2012,Spring,Missouri,yes
33911,Class B,2012,Winter,Illinois,yes
34240,Class B,2012,Winter,Wisconsin,yes
34344,Class B,2012,Winter,Wisconsin,yes
34485,Class A,2012,Winter,Pennsylvania,yes
34583,Class B,2012,Spring,Virginia,yes
34657,Class A,2012,Winter,Oklahoma,yes
34664,Class B,2012,Spring,Ohio,yes
641,,,,,no
621,,,,,no
34710,Class A,2012,Spring,Washington,yes
34899,Class B,2012,Spring,Montana,yes
34954,Class A,2012,Winter,Florida,yes
35053,Class B,2012,Spring,Florida,yes
35188,Class B,2012,Spring,Oklahoma,yes
35218,Class B,2012,Spring,Florida,yes
35236,Class A,2012,Spring,Indiana,yes
35244,Class B,2012,Spring,West Virginia,yes
35287,Class B,2012,Spring,Kansas,yes
35339,Class B,2012,Spring,Alabama,yes
35352,Class B,2012,Spring,Georgia,yes
35427,Class A,2012,Spring,Illinois,yes
35456,Class B,2012,Spring,Kentucky,yes
35459,Class A,2012,Spring,Oklahoma,yes
35467,Class B,2012,Spring,Virginia,yes
35475,Class A,2012,Summer,Alabama,yes
35512,Class B,2012,Spring,Georgia,yes
35574,Class B,2012,Spring,Florida,yes
35593,Class B,2012,Spring,Illinois,yes
35596,Class A,2012,Spring,Colorado,yes
35631,Class B,2012,Summer,Georgia,yes
35669,Class B,2012,Spring,Washington,yes
35753,Class B,2012,Summer,Michigan,yes
35778,Class B,2012,Spring,Texas,yes
35812,Class A,2012,Spring,Washington,yes
35828,Class A,2012,Summer,Kansas,yes
35914,Class A,2012,Summer,Tennessee,yes
35940,Class B,2012,Summer,Florida,yes
35984,Class B,2012,Spring,Kansas,yes
36008,Class B,2012,Summer,Montana,yes
36070,Class B,2012,Summer,California,yes
36112,Class B,2012,Summer,Florida,yes
36150,Class B,2012,Summer,Missouri,yes
36178,Class A,2012,Summer,Arkansas,yes
36229,Class B,2012,Summer,Kentucky,yes
387,,,,,no
36238,Class B,2012,Summer,Georgia,yes
350,,,,,no
36247,Class B,2012,Summer,Missouri,yes
36280,Class B,2012,Summer,Oregon,yes
36310,Class B,2012,Spring,Washington,yes
36318,Class B,2012,Summer,Washington,yes
36355,Class B,2012,Summer,Michigan,yes
36370,Class A,2012,Summer,Oregon,yes
36381,Class B,2012,Summer,Wisconsin,yes
36384,Class B,2012,Summer,Oregon,yes
36406,Class A,2012,Summer,Illinois,yes
36407,Class B,2012,Fall,Missouri,yes
36467,Class A,2012,Fall,Washington,yes
36498,Class A,2012,Summer,Arkansas,yes
36505,Class B,2012,Fall,Oregon,yes
36514,Class B,2012,Fall,Iowa,yes
36572,Class A,2012,Fall,Missouri,yes
36591,Class B,2012,Fall,Virginia,yes
36618,Class B,2012,Fall,Washington,yes
36623,Class B,2012,Fall,Arizona,yes
36634,Class B,2012,Fall,Florida,yes
36643,Class B,2012,Fall,Oklahoma,yes
36647,Class B,2012,Summer,Washington,yes
36662,Class B,2012,Summer,West Virginia,yes
36671,Class A,2012,Summer,Oregon,yes
36682,Class B,2012,Fall,Florida,yes
36700,Class B,2012,Summer,West Virginia,yes
36710,Class B,2012,Fall,Florida,yes
36726,Class B,2012,Summer,Washington,yes
36759,Class B,2012,Fall,Montana,yes
36826,Class B,2012,Fall,Florida,yes
36830,Class A,2012,Summer,Ohio,yes
36838,Class A,2012,Fall,Missouri,yes
36850,Class B,2012,Fall,Virginia,yes
36852,Class B,2012,Fall,Washington,yes
37010,Class B,2012,Spring,Arkansas,yes
37094,Class A,2012,Fall,Alabama,yes
37203,Class A,2012,Winter,Florida,yes
37259,Class A,2012,Fall,Ohio,yes
37267,Class A,2012,Fall,Tennessee,yes
37275,Class A,2012,Fall,Florida,yes
37336,Class B,2012,Fall,Iowa,yes
37386,Class B,2012,Fall,Delaware,yes
37558,Class B,2012,Fall,Maryland,yes
372,,,,,no
37565,Class B,2012,Winter,West Virginia,yes
37656,Class B,2012,Fall,Ohio,yes
37750,Class B,2012,Fall,Kentucky,yes
37758,Class B,2012,Summer,Illinois,yes
37793,Class A,2012,Fall,Ohio,yes
37817,Class B,2012,Fall,Virginia,yes
37974,Class B,2012,Winter,Montana,yes
37988,Class B,2012,Fall,Illinois,yes
38005,Class B,2012,Fall,Wisconsin,yes
38015,Class A,2012,Winter,Arkansas,yes
38022,Class B,2012,Winter,Alabama,yes
38032,Class B,2012,Fall,Illinois,yes
38061,Class B,2012,Fall,Michigan,yes
38104,Class B,2012,Fall,Florida,yes
38122,Class A,2012,Winter,Kentucky,yes
38165,Class B,2012,Fall,Florida,yes
38224,Class A,2012,Winter,Washington,yes
38287,Class A,2012,Fall,Idaho,yes
38309,Class B,2012,Winter,Indiana,yes
38337,Class B,2012,Fall,Illinois,yes
38339,Class B,2012,Fall,Missouri,yes
415,,,,,no
38395,Class A,2012,Winter,Illinois,yes
38413,Class B,2012,Fall,Washington,yes
38440,Class A,2012,Fall,Kansas,yes
38519,Class A,2012,Fall,Missouri,yes
38524,Class B,2012,Fall,Illinois,yes
38619,Class B,2012,Winter,Virginia,yes
38662,Class B,2012,Winter,Wisconsin,yes
662,,,,,no
666,,,,,no
38693,Class B,2012,Winter,Washington,yes
38873,Class A,2012,Summer,Georgia,yes
39014,Class B,2012,Winter,Florida,yes
39080,Class A,2012,Winter,Florida,yes
39095,Class B,2012,Fall,Wisconsin,yes
352,,,,,no
294,,,,,no
39098,Class B,2012,Fall,Illinois,yes
39181,Class A,2012,Fall,California,yes
39267,Class A,2012,Winter,Illinois,yes
39360,Class A,2012,Summer,Ohio,yes
39383,Class A,2012,Summer,Alabama,yes
39568,Class A,2012,Fall,Illinois,yes
39578,Class B,2012,Winter,Michigan,yes
39610,Class B,2012,Spring,Washington,yes
39855,Class A,2012,Winter,North Carolina,yes
39990,Class B,2012,Summer,Illinois,yes
40015,Class B,2012,Fall,Missouri,yes
40101,Class A,2012,Winter,Arkansas,yes
40177,Class A,2012,Fall,Missouri,yes
40204,Class A,2012,Spring,Michigan,yes
40362,Class B,2012,Summer,Virginia,yes
40381,Class A,2012,Winter,Washington,yes
40412,Class B,2012,Summer,Montana,yes
40462,Class A,2012,Winter,New Jersey,yes
361,,,,,no
40476,Class B,2012,Fall,Illinois,yes
40524,Class A,2012,Fall,Montana,yes
40542,Class B,2012,Winter,Alabama,yes
40548,Class B,2012,Fall,Missouri,yes
40715,Class B,2012,Spring,Ohio,yes
41043,Class B,2012,Spring,Illinois,yes
41411,Class B,2012,Fall,Minnesota,yes
41448,Class A,2012,Spring,Florida,yes
41503,Class A,2012,Summer,Florida,yes
41776,Class B,2012,Spring,Kentucky,yes
41782,Class B,2012,Winter,Montana,yes
42134,Class B,2012,Winter,Florida,yes
42395,Class A,2012,Fall,Washington,yes
42580,Class B,2012,Summer,North Carolina,yes
42602,Class A,2012,Summer,Colorado,yes
43229,Class B,2012,Fall,Texas,yes
400,,,,,no
399,,,,,no
401,,,,,no
401,,,,,no
43381,Class B,2012,Fall,Florida,yes
43519,Class B,2012,Spring,Michigan,yes
43619,Class A,2012,Spring,Illinois,yes
43742,Class B,2012,Fall,Wisconsin,yes
43889,Class B,2012,Fall,Michigan,yes
43915,Class B,2012,Winter,Wisconsin,yes
43975,Class A,2012,Fall,Minnesota,yes
44111,Class B,2012,Summer,Iowa,yes
44166,Class B,2012,Spring,Indiana,yes
44428,Class B,2012,Summer,Minnesota,yes
44429,Class A,2012,Fall,Iowa,yes
44437,Class B,2012,Summer,Michigan,yes
44808,Class A,2012,Fall,Minnesota,yes
45958,Class B,2012,Fall,Pennsylvania,yes
47107,Class A,2012,Fall,Washington,yes
48824,Class B,2012,Unknown,Michigan,yes
50160,Class B,2012,Summer,Washington,yes
51800,Class B,2012,Winter,Florida,yes
56937,Class A,2012,Spring,Missouri,yes
57323,Class B,2012,Winter,Oregon,yes
59450,Class A,2012,Spring,Missouri,yes
63646,Class B,2012,Fall,South Dakota,yes
68932,Class A,2012,Fall,New York,yes
38725,Class B,2013,Winter,Ohio,yes
38764,Class B,2013,Winter,Florida,yes
38835,Class B,2013,Winter,Ohio,yes
38902,Class B,2013,Winter,Michigan,yes
38923,Class B,2013,Winter,Florida,yes
38933,Class B,2013,Winter,California,yes
38980,Class A,2013,Winter,Kentucky,yes
39084,Class B,2013,Winter,Illinois,yes
39279,Class B,2013,Winter,North Carolina,yes
39338,Class B,2013,Winter,Florida,yes
39520,Class A,2013,Winter,Colorado,yes
39620,Class B,2013,Winter,Alabama,yes
39764,Class B,2013,Winter,Mississippi,yes
39831,Class B,2013,Winter,Iowa,yes
39835,Class B,2013,Winter,Missouri,yes
40019,Class B,2013,Winter,Florida,yes
40075,Class A,2013,Winter,Illinois,yes
40120,Class B,2013,Winter,Illinois,yes
40220,Class A,2013,Winter,Illinois,yes
40293,Class B,2013,Winter,Minnesota,yes
40306,Class A,2013,Winter,Missouri,yes
40314,Class B,2013,Spring,Illinois,yes
40360,Class B,2013,Winter,Ohio,yes
40417,Class A,2013,Winter,Alabama,yes
40564,Class B,2013,Spring,Florida,yes
40580,Class B,2013,Winter,Ohio,yes
40618,Class A,2013,Winter,Florida,yes
40619,Class B,2013,Winter,Ohio,yes
40714,Class B,2013,Winter,Illinois,yes
40801,Class B,2013,Winter,Michigan,yes
40901,Class B,2013,Winter,Florida,yes
40912,Class A,2013,Winter,Alabama,yes
40935,Class A,2013,Spring,Florida,yes
40959,Class A,2013,Spring,Virginia,yes
41012,Class A,2013,Spring,Missouri,yes
41062,Class A,2013,Spring,Wisconsin,yes
41169,Class B,2013,Spring,Georgia,yes
41195,Class B,2013,Spring,Missouri,yes
41232,Class A,2013,Spring,Ohio,yes
41265,Class B,2013,Spring,Florida,yes
41270,Class B,2013,Spring,Ohio,yes
41275,Class B,2013,Spring,Florida,yes
41309,Class B,2013,Summer,Florida,yes
41350,Class B,2013,Spring,Arizona,yes
41378,Class A,2013,Spring,Oregon,yes
41395,Class A,2013,Spring,Missouri,yes
41447,Class B,2013,Summer,Arizona,yes
41452,Class B,2013,Summer,Ohio,yes
41471,Class B,2013,Spring,Ohio,yes
41506,Class B,2013,Summer,North Carolina,yes
41508,Class A,2013,Summer,North Carolina,yes
41514,Class B,2013,Summer,Wisconsin,yes
41602,Class B,2013,Summer,Washington,yes
41621,Class B,2013,Summer,Texas,yes
41657,Class A,2013,Summer,Wisconsin,yes
41676,Class B,2013,Summer,Ohio,yes
150,,,,,no
41700,Class B,2013,Summer,Iowa,yes
41704,Class A,2013,Summer,Oregon,yes
41709,Class B,2013,Summer,Oregon,yes
41718,Class A,2013,Summer,Illinois,yes
41770,Class B,2013,Summer,Michigan,yes
724,,,,,no
725,,,,,no
41774,Class B,2013,Summer,Ohio,yes
41825,Class B,2013,Summer,Washington,yes
41845,Class B,2013,Summer,Iowa,yes
41880,Class B,2013,Summer,West Virginia,yes
41892,Class A,2013,Summer,Florida,yes
41935,Class B,2013,Summer,Colorado,yes
41981,Class B,2013,Summer,Arizona,yes
42022,Class B,2013,Spring,Ohio,yes
42051,Class A,2013,Spring,Pennsylvania,yes
42056,Class B,2013,Summer,Michigan,yes
42064,Class B,2013,Summer,Virginia,yes
42120,Class B,2013,Summer,Ohio,yes
42128,Class B,2013,Fall,Virginia,yes
42148,Class B,2013,Fall,California,yes
42226,Class B,2013,Fall,Michigan,yes
42295,Class B,2013,Summer,Minnesota,yes
42304,Class B,2013,Fall,Washington,yes
42351,Class A,2013,Spring,Michigan,yes
42448,Class A,2013,Fall,Washington,yes
194,,,,,no
192,,,,,no
193,,,,,no
42473,Class B,2013,Fall,Texas,yes
42596,Class B,2013,Spring,Minnesota,yes
42647,Class B,2013,Fall,Idaho,yes
42658,Class A,2013,Fall,Michigan,yes
42692,Class B,2013,Fall,Alabama,yes
42726,Class A,2013,Fall,Florida,yes
42742,Class B,2013,Fall,Missouri,yes
42939,Class A,2013,Fall,Alabama,yes
42967,Class B,2013,Fall,Michigan,yes
42978,Class A,2013,Fall,Florida,yes
43059,Class A,2013,Summer,Georgia,yes
43120,Class A,2013,Winter,Alabama,yes
43122,Class B,2013,Fall,Wisconsin,yes
43148,Class A,2013,Summer,Illinois,yes
43162,Class A,2013,Winter,Florida,yes
43193,Class B,2013,Fall,West Virginia,yes
43204,Class B,2013,Fall,North Carolina,yes
43244,Class B,2013,Winter,Washington,yes
43285,Class A,2013,Fall,New York,yes
43295,Class B,2013,Fall,Wisconsin,yes
43319,Class B,2013,Winter,Illinois,yes
43399,Class A,2013,Fall,New Mexico,yes
43407,Class B,2013,Winter,Ohio,yes
43491,Class B,2013,Winter,Oregon,yes
43689,Class A,2013,Spring,Alabama,yes
191,,,,,no
190,,,,,no
189,,,,,no
188,,,,,no
43757,Class B,2013,Fall,Washington,yes
43973,Class B,2013,Summer,Minnesota,yes
44042,Class A,2013,Fall,Wisconsin,yes
44263,Class A,2013,Summer,Massachusetts,yes
44386,Class B,2013,Fall,Alabama,yes
44479,Class B,2013,Summer,Alabama,yes
44783,Class B,2013,Summer,Michigan,yes
44989,Class B,2013,Fall,Oregon,yes
45320,Class B,2013,Summer,Arizona,yes
45883,Class B,2013,Spring,Florida,yes
187,,,,,no
45903,Class B,2013,Spring,New Jersey,yes
46025,Class A,2013,Fall,Washington,yes
47521,Class B,2013,Spring,Illinois,yes
47523,Class B,2013,Winter,Georgia,yes
47776,Class A,2013,Winter,Illinois,yes
47975,Class A,2013,Winter,Alabama,yes
48073,Class B,2013,Summer,Michigan,yes
48388,Class B,2013,Summer,Iowa,yes
184,,,,,no
186,,,,,no
185,,,,,no
272,,,,,no
48797,Class B,2013,Summer,Washington,yes
48940,Class A,2013,Summer,New Hampshire,yes
49518,Class B,2013,Winter,Minnesota,yes
50502,Class B,2013,Fall,Illinois,yes
51816,Class B,2013,Fall,Washington,yes
55789,Class B,2013,Summer,Kansas,yes
56106,Class B,2013,Summer,Iowa,yes
56257,Class B,2013,Summer,Idaho,yes
714,,,,,no
57013,Class B,2013,Fall,Ohio,yes
57358,Class B,2013,Summer,Iowa,yes
57880,Class A,2013,Fall,Illinois,yes
58461,Class A,2013,Winter,Washington,yes
58702,Class A,2013,Fall,Ohio,yes
59071,Class A,2013,Summer,Missouri,yes
59073,Class A,2013,Fall,Illinois,yes
60969,Class B,2013,Summer,Washington,yes
62282,Class A,2013,Fall,Oklahoma,yes
62902,Class B,2013,Spring,Connecticut,yes
63279,Class A,2013,Summer,New York,yes
65655,Class B,2013,Spring,Florida,yes
43611,Class B,2014,Winter,Georgia,yes
43733,Class B,2014,Winter,Michigan,yes
179,,,,,no
180,,,,,no
43853,Class B,2014,Winter,Pennsylvania,yes
43859,Class B,2014,Winter,Washington,yes
43901,Class B,2014,Winter,Pennsylvania,yes
43952,Class B,2014,Winter,Texas,yes
44173,Class B,2014,Winter,Ohio,yes
44262,Class B,2014,Winter,Ohio,yes
44309,Class B,2014,Winter,Pennsylvania,yes
44350,Class B,2014,Winter,Pennsylvania,yes
44401,Class B,2014,Winter,Colorado,yes
44445,Class A,2014,Winter,Pennsylvania,yes
44474,Class A,2014,Winter,Washington,yes
44645,Class B,2014,Spring,Illinois,yes
44678,Class B,2014,Spring,Texas,yes
44721,Class A,2014,Spring,Kansas,yes
